,customer_id,prefix,first_name,last_name,birth_date,marital_status,email_address,annual_income,number_dependents,education_level,occupation,homeowner
39,6d2be859-5e88-4986-ac4d-5c6c231948ec,MR.,CHASE,SANCHEZ,1976-05-02,S,chase18@adventure-works.com,30000.0,0.0,High School,Skilled Manual,N
40,a3c657ff-77ee-4083-97f5-c94739ed5ee7,MR.,EDDIE,MUNOZ,1948-11-12,M,eddie7@adventure-works.com,40000.0,2.0,High School,Professional,Y
41,33f65e78-4601-4563-9c10-8a979a33f856,MR.,NOAH,CAMPBELL,1973-04-20,M,noah34@adventure-works.com,40000.0,1.0,Graduate Degree,Skilled Manual,Y
42,247306cd-95ed-47d9-9656-ca75b6f93c1b,MRS.,KAITLYN,COLLINS,1956-04-20,S,kaitlyn2@adventure-works.com,20000.0,3.0,Partial High School,Clerical,Y
43,0a377c5f-c478-4299-85c1-4a1803101309,MRS.,BRIDGET,GOEL,1967-05-05,M,bridget21@adventure-works.com,90000.0,3.0,Bachelors,Professional,Y
44,b68eecac-6fb8-40db-bde9-a2567ebd7284,MR.,LUCAS,LEE,1927-05-04,S,lucas36@adventure-works.com,40000.0,2.0,High School,Skilled Manual,N
45,0679dbdf-1d8e-4f72-bc2b-2e6feab536b1,MR.,ARMANDO,HERNANDEZ,1969-04-05,S,armando4@adventure-works.com,100000.0,1.0,Graduate Degree,Management,Y
46,8a864223-fd11-4fef-a21d-da8fae43435a,MRS.,SHAWNA,ANDERSEN,1969-07-03,M,shawna14@adventure-works.com,90000.0,1.0,Graduate Degree,Management,Y
47,82d0cf44-9571-4132-893b-b8a11297ef9f,MS.,MELANIE,PETERSON,1978-11-26,M,melanie30@adventure-works.com,30000.0,0.0,Partial College,Skilled Manual,Y
48,47d496b4-65c8-4197-8324-874df43d2087,MR.,MARCUS,COOPER,1941-11-18,M,marcus84@adventure-works.com,50000.0,4.0,Bachelors,Management,Y
49,10d6d5f1-3af6-4a68-bc30-a5c1b2896a6e,MR.,JIMMY,ORTEGA,1943-06-28,S,jimmy26@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
50,8d415b35-aa81-4615-aa11-3396b431b448,MR.,MARCUS,RUSSELL,1942-05-10,M,marcus69@adventure-works.com,70000.0,5.0,Bachelors,Management,Y
51,76b623f3-721a-4741-9a84-1e9f6040f739,MR.,DEREK,PAL,1974-05-11,S,derek11@adventure-works.com,70000.0,0.0,Bachelors,Professional,N
52,1088554f-396f-4e1d-bd91-c629efac870b,MR.,JOSE,WALKER,1974-04-03,M,jose66@adventure-works.com,50000.0,0.0,Graduate Degree,Skilled Manual,Y
53,54a0fc61-d1ec-43e5-9524-783549c5cd03,MR.,ERIC,PERRY,1980-11-15,S,eric16@adventure-works.com,30000.0,0.0,High School,Skilled Manual,N
54,8fe80e3b-c208-4965-9056-35860aab3b88,MS.,TANYA,ROMERO,1973-03-14,M,tanya5@adventure-works.com,70000.0,0.0,Partial College,Professional,Y
55,ce5cbd0e-ea20-4e74-8757-71d667026df4,MR.,ELIJAH,HENDERSON,1970-06-15,M,elijah8@adventure-works.com,70000.0,3.0,Graduate Degree,Professional,N
56,212dabc9-0629-4682-a4c1-521c9223603d,MR.,KARL,SHAN,1970-04-24,S,karl11@adventure-works.com,10000.0,1.0,High School,Manual,N
57,e82d03e9-e20b-4015-8e6e-05de213dfb67,MR.,ISAIAH,RAMIREZ,1969-06-16,S,isaiah6@adventure-works.com,110000.0,1.0,Graduate Degree,Management,Y
58,e2492b8e-cbec-4b1d-88c9-9676bdf382f2,MRS.,JENNA,TURNER,1971-12-24,S,jenna4@adventure-works.com,40000.0,2.0,Partial College,Clerical,N
59,f060294d-9f09-448d-99cb-c503916611a5,MR.,JOSE,YOUNG,1956-03-25,M,jose53@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y
60,23cb4ec8-7fd8-4635-941a-a123474c09ec,MR.,JUSTIN,ROSS,1976-02-27,M,justin0@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y
61,47fa372d-2a9c-4960-ab7b-5476758bec46,MR.,RYAN,WANG,1957-10-03,S,ryan28@adventure-works.com,90000.0,2.0,Partial College,Professional,N
62,b7c4fcb7-bd82-46c8-b289-681e7b32568e,MR.,TODD,LI,1952-09-09,M,todd5@adventure-works.com,70000.0,4.0,Partial College,Professional,Y
63,4d210a69-d043-423a-9629-3253c6b50c6e,MRS.,ANNA,CLARK,1955-02-11,M,anna57@adventure-works.com,90000.0,2.0,High School,Professional,Y
64,4e684a54-ec27-4748-94f9-3ac1db92af2e,MS.,KAITLIN,SRINI,1967-10-03,S,kaitlin8@adventure-works.com,40000.0,0.0,Bachelors,Clerical,N
65,1c3a1dae-0960-494a-90ea-e7ee6c14f112,MRS.,KAITLYN,BAKER,1948-10-20,S,kaitlyn14@adventure-works.com,60000.0,2.0,Partial College,Professional,Y
66,6e6be3dd-b0fb-4481-ae11-77593c0764c5,MR.,MITCHELL,RAI,1972-11-20,S,mitchell15@adventure-works.com,10000.0,0.0,Partial High School,Manual,N
67,c3650ba5-55ed-4bd8-b14f-70e5618e6dfd,MR.,JACKSON,SCOTT,1959-07-17,M,jackson44@adventure-works.com,60000.0,4.0,Graduate Degree,Skilled Manual,Y
68,c5b67341-8f73-4b20-976a-87f4a6f30fae,MS.,SUZANNE,ZENG,1978-10-12,M,suzanne23@adventure-works.com,20000.0,0.0,Bachelors,Clerical,Y
69,cdb0b1e6-be01-4f2a-8708-989c1876ae01,MS.,SYDNEY,CLARK,1974-06-23,M,sydney81@adventure-works.com,70000.0,0.0,Bachelors,Professional,N
70,d7b4a59b-6bae-4d3e-8810-71de27bbcfc0,MR.,GREGORY,SHEN,1947-09-15,M,gregory6@adventure-works.com,20000.0,4.0,High School,Skilled Manual,Y
71,9d4fa335-fb49-4b9a-8d4a-dedbca38e7c3,MR.,HECTOR,SUAREZ,1979-08-26,S,hector17@adventure-works.com,10000.0,1.0,High School,Manual,N
72,8a2afd72-2228-4cda-a731-138cf5a67d23,MRS.,GABRIELLA,PEREZ,1973-04-16,M,gabriella35@adventure-works.com,60000.0,1.0,Graduate Degree,Skilled Manual,N
73,b1109e69-e4ad-4a51-83ad-a8e118191e86,MRS.,BAILEY,ADAMS,1964-08-19,M,bailey35@adventure-works.com,90000.0,5.0,Partial College,Professional,Y
74,4ab069dd-64b8-4a7a-b664-7d257456fbfd,MR.,JUSTIN,LEWIS,1964-11-27,S,justin49@adventure-works.com,60000.0,3.0,Bachelors,Professional,Y
75,72067996-ce07-4e19-86b8-7acb97d81fc7,MR.,JAY,RUBIO,1956-01-07,S,jay51@adventure-works.com,70000.0,2.0,High School,Skilled Manual,N
76,074b180e-18f1-4295-b9d8-bb551b839e68,MS.,DAWN,CHANDER,1978-08-20,S,dawn40@adventure-works.com,20000.0,0.0,High School,Manual,Y
77,dd2ced9e-c637-4d5a-9960-450e0d7211e1,MR.,KYLE,PEREZ,1965-08-22,S,kyle33@adventure-works.com,70000.0,0.0,Bachelors,Professional,N
78,a6bd9dd1-4326-449f-a9ff-0e427ceb9c87,MR.,SETH,CARTER,1971-10-17,M,seth37@adventure-works.com,60000.0,1.0,Graduate Degree,Skilled Manual,Y
79,d0274003-1afe-4c89-a665-c87ddacf29e7,MRS.,KRISTI,GUTIERREZ,1967-10-19,S,kristi6@adventure-works.com,10000.0,3.0,Partial High School,Manual,Y
80,968b4ba2-17ba-470d-9e3b-96c69a056599,MS.,TAMMY,SURI,1970-04-25,M,tammy1@adventure-works.com,20000.0,0.0,Partial College,Manual,N
81,ef4b1608-15be-4a8b-9a9b-dd3b27f34215,MR.,BYRON,SERRANO,1980-11-14,S,byron10@adventure-works.com,20000.0,0.0,Partial High School,Manual,N
82,eb4381e5-9f68-4c5a-8d72-aee78a15be99,MS.,KELLI,HU,1977-10-24,S,kelli20@adventure-works.com,30000.0,0.0,Partial College,Clerical,N
83,08ba5832-ce44-4bf9-aa27-27d39ebf977e,MR.,RODNEY,NAVARRO,1963-04-01,S,rodney6@adventure-works.com,70000.0,0.0,Bachelors,Professional,Y
84,82b2bf7a-5fef-4668-9ea7-e81eedcc0ce1,MRS.,SARA,CARTER,1960-04-10,M,sara36@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y
85,f62b1b2f-f1c3-45c6-905c-ace073b1c117,MRS.,NICOLE,BRYANT,1971-05-15,M,nicole67@adventure-works.com,60000.0,1.0,Graduate Degree,Skilled Manual,Y
86,378ac3e5-6f4f-41b0-aa8d-73d4f4290b0a,MR.,JASON,GONZALEZ,1947-10-05,S,jason37@adventure-works.com,70000.0,2.0,Bachelors,Management,N
87,edd73641-f813-4f84-ba7b-0002886c0c83,MRS.,MORGAN,WASHINGTON,1964-04-19,S,morgan83@adventure-works.com,60000.0,4.0,Bachelors,Skilled Manual,N
88,fc9ed3e6-384e-4caa-bb06-c694a253323a,MR.,DANNY,SCHMIDT,1976-05-15,S,danny21@adventure-works.com,70000.0,0.0,Bachelors,Professional,N
89,7b67a0d1-3aeb-49de-b03c-9509e1b7b03e,MRS.,MARY,LOPEZ,1969-09-19,M,mary34@adventure-works.com,80000.0,2.0,Graduate Degree,Professional,Y
90,09610759-3eb0-4e87-a3ab-0d553d146a02,MR.,LUCAS,WATSON,1964-09-16,S,lucas71@adventure-works.com,60000.0,4.0,Bachelors,Skilled Manual,Y
91,2ca24349-6ef3-4a12-9071-21ce8814d591,MR.,MARSHALL,YANG,1941-03-09,M,marshall4@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
92,be239d75-ac61-457d-b7d6-8322a1c0971f,MR.,KELVIN,RAJI,1955-09-08,S,kelvin18@adventure-works.com,90000.0,2.0,High School,Professional,Y
93,f6c7b226-ff9c-457e-88fc-c8b5cfabba49,MRS.,ANGELICA,JENKINS,1949-04-05,S,angelica6@adventure-works.com,60000.0,2.0,Partial College,Professional,Y
94,e5e7cc2e-441c-471a-aeb6-38f86871af5f,MRS.,KENDRA,MORENO,1935-06-21,M,kendra6@adventure-works.com,20000.0,1.0,Graduate Degree,Clerical,Y
95,7fca7bbf-e562-4554-9087-da7d30100bb6,MR.,MARTIN,RAMAN,1961-05-13,M,martin17@adventure-works.com,20000.0,1.0,Graduate Degree,Clerical,Y
96,83a6074b-38af-4388-8109-9d08b064ef71,MRS.,VALERIE,ZHOU,1963-07-17,M,valerie10@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
97,20067708-298d-4350-b044-9cdc53921011,MR.,JOSE,DIAZ,1949-05-09,M,jose16@adventure-works.com,60000.0,2.0,Partial College,Professional,Y
98,2ffeb307-6ce8-42ba-81de-6b56a00410d2,MRS.,CHLOE,SCOTT,1970-10-18,M,chloe11@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
99,feadb87e-86d6-4294-b41d-6c2fd912f79b,MR.,JAKE,LIU,1974-02-03,M,jake4@adventure-works.com,20000.0,0.0,Partial High School,Manual,N
100,d705d393-a50a-4378-a014-23fb9043b267,MR.,DAMIEN,LIU,1952-09-20,M,damien3@adventure-works.com,130000.0,4.0,High School,Professional,Y
101,f540accb-cde8-4ec0-a7ec-697f5f1d2c10,MR.,BENJAMIN,GARCIA,1967-04-07,M,benjamin53@adventure-works.com,50000.0,2.0,Bachelors,Skilled Manual,Y
102,d98bd067-f898-4bd2-8901-6bf885beb0fb,MRS.,TANYA,ALONSO,1958-11-04,S,tanya4@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y
103,c353ba7d-3b25-47b6-8f25-62b9cceccc46,MRS.,TIFFANY,GUO,1948-12-04,S,tiffany18@adventure-works.com,20000.0,2.0,High School,Skilled Manual,Y
104,f10addb1-764f-495f-9967-3e8e2cc50b24,MR.,EDWARD,JACKSON,1968-02-02,M,edward34@adventure-works.com,80000.0,0.0,Bachelors,Management,Y
105,dd30a441-1f99-4e7c-a03a-fda52e7f92a8,MS.,CAITLIN,SANDERS,1963-08-25,S,caitlin3@adventure-works.com,90000.0,0.0,Partial College,Professional,Y
106,b315cb81-bc61-4e3b-a95e-afde5fc2660e,MS.,GRACE,PETERSON,1974-01-02,M,grace40@adventure-works.com,50000.0,0.0,Graduate Degree,Skilled Manual,Y
107,68f795e3-27a6-42f2-bb62-3f5143491891,MRS.,BRITTANY,BUTLER,1971-01-16,M,brittany12@adventure-works.com,50000.0,1.0,Graduate Degree,Skilled Manual,Y
108,9c451e08-b9db-4213-afd3-76cfda165095,MS.,LAUREN,HALL,1979-10-04,S,lauren42@adventure-works.com,30000.0,0.0,Partial High School,Clerical,Y
109,61bce333-c8b9-4d26-8e17-6ae808f45f63,MR.,DANIEL,THOMPSON,1947-09-04,M,daniel5@adventure-works.com,70000.0,2.0,Partial College,Professional,Y
110,645ad398-5e68-4cb5-98d2-f0e402c93fde,MS.,TAYLOR,MARTINEZ,1967-11-27,S,taylor64@adventure-works.com,40000.0,0.0,Bachelors,Clerical,N
111,500dea33-91bd-41c9-a168-a233f36a54ff,MRS.,CARA,LIN,1963-10-17,M,cara4@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
112,56d6fb2f-ba8e-4c2d-bca9-7ea711098687,MR.,IAN,STEWART,1943-12-11,S,ian88@adventure-works.com,60000.0,4.0,Bachelors,Management,N
113,69d8324a-7d1f-40b9-a767-df0deadb3770,MR.,MICHEAL,SERRANO,1963-10-07,M,micheal12@adventure-works.com,10000.0,3.0,Partial High School,Manual,Y
114,8e26c815-9abd-43ad-b3f2-25363e5d2329,MRS.,MEGAN,TORRES,1969-06-14,M,megan41@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y
115,4d9d5161-a5ce-4fa4-8a29-e63c964a2d88,MR.,JAY,LOPEZ,1973-11-13,M,jay23@adventure-works.com,130000.0,4.0,High School,Management,Y
116,1b3435e6-214f-459b-b6e6-090d767882d9,MR.,KENNETH,LUO,1961-03-06,S,kenneth6@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,N
117,45d4f07c-663e-48bc-b020-ca0dc9e687de,MRS.,VICTORIA,SNOWDEN,1942-08-06,S,victoria0@adventure-works.com,10000.0,3.0,Partial College,Manual,Y
118,b8ff1f94-4e62-4568-81ca-e9de7dce5dd3,MRS.,CAROL,SERRANO,1961-11-03,S,carol11@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y
119,9a80d7ca-ce4a-444e-a245-6edbcd5618fd,MR.,CALVIN,NARA,1979-02-22,M,calvin15@adventure-works.com,20000.0,0.0,Bachelors,Clerical,Y
120,f76c1ccc-4e9f-4346-a5a8-79ebcdfd0e36,MR.,SHAWN,RAJE,1967-08-26,M,shawn16@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y
121,31b9be84-034a-407c-960d-3950d0415794,MRS.,AMANDA,COX,1960-06-08,M,amanda10@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y
122,5a0410e9-1f6a-4798-9b5a-3f429e2a7477,MRS.,MISTY,PAL,1953-07-21,M,misty14@adventure-works.com,90000.0,4.0,Partial College,Professional,Y
123,edd2ccfe-a84e-4f68-b81c-d1ec93019200,MRS.,MORGAN,WILSON,1961-11-21,M,morgan30@adventure-works.com,30000.0,4.0,Graduate Degree,Clerical,Y
124,745a0741-f290-4cfe-91b8-dcb04b6a110a,MR.,RODNEY,RAMOS,1965-12-22,M,rodney13@adventure-works.com,80000.0,5.0,Bachelors,Professional,Y
125,36e4fb5f-a3cb-4736-9d0d-866d14a99bfe,MR.,HUNTER,POWELL,1951-06-22,M,hunter5@adventure-works.com,70000.0,4.0,Partial College,Professional,Y
126,3f5ab580-f2e5-4637-8fc9-9d86c0aabcd2,MR.,LISA,ROY,1957-10-19,S,lisa0@adventure-works.com,70000.0,2.0,High School,Professional,N
127,527a8a95-c3e9-43c6-af51-906afc11841a,MRS.,ASHLEE,KUMAR,1963-09-22,M,ashlee14@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y
128,3eed26bb-e7b7-419b-972c-75dd6d5f3f76,MRS.,JESSICA,DIAZ,1948-04-07,S,jessica46@adventure-works.com,60000.0,2.0,Partial College,Professional,N
129,8353efb5-ce39-4f66-a39c-114e8b7abc74,MS.,MARY,EVANS,1976-11-11,S,mary14@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N
130,46c4edab-fb4b-4f9f-8d03-3dd927d6c904,MS.,ANGELA,MURPHY,1975-04-07,S,angela41@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y
131,b77c2b14-8773-4500-aabe-90bbf1bfde0a,MR.,ISAAC,GONZALEZ,1950-07-14,S,isaac30@adventure-works.com,70000.0,4.0,Partial College,Professional,Y
132,89d83071-4911-46ac-80cc-b2f4d4a7128b,MR.,SETH,JENKINS,1941-11-28,S,seth54@adventure-works.com,20000.0,1.0,Bachelors,Clerical,Y
133,e285c438-0851-44a0-8dcd-45d81a17dff8,MR.,XAVIER,COOPER,1961-09-05,S,xavier75@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y
134,1bb92958-526a-432a-b46d-c3b50eec2939,MRS.,KELLIE,SERRANO,1972-04-24,S,kellie15@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y
135,9a881d41-6419-422a-b108-4f16668ace60,MRS.,KARLA,ANAND,1957-09-21,M,karla23@adventure-works.com,170000.0,4.0,Partial College,Professional,N
136,7c0dd635-f742-4b84-be9e-c9790d344639,MRS.,LACEY,XU,1949-09-23,S,lacey24@adventure-works.com,30000.0,4.0,High School,Professional,Y
137,a4d41c1b-24f5-4f11-a4cd-9a5029cc047e,MR.,BLAKE,PEREZ,1963-02-14,M,blake39@adventure-works.com,60000.0,4.0,Bachelors,Professional,Y
138,1c8d0b84-c8ce-4a28-9fca-fd194e07ed2b,MRS.,AMY,ZENG,1946-04-06,M,amy29@adventure-works.com,30000.0,2.0,Partial College,Clerical,N
139,8fe86298-a0f5-4ba1-ab53-efe989b68a47,MR.,EDUARDO,TURNER,1944-10-18,M,eduardo38@adventure-works.com,70000.0,5.0,Bachelors,Management,Y
140,46a95d39-149b-4129-b321-8360561e6fbd,MR.,DAVID,FLORES,1961-03-16,M,david45@adventure-works.com,110000.0,1.0,Bachelors,Management,Y
141,f28a2532-745b-4b36-a03e-92bbb1c45551,MRS.,STEPHANIE,YOUNG,1950-05-26,M,stephanie69@adventure-works.com,60000.0,2.0,Partial College,Professional,Y
142,09943dcd-c2cf-42c2-94d1-1ac73687c877,MR.,RANDY,GAO,1968-04-17,M,randy17@adventure-works.com,60000.0,2.0,Bachelors,Professional,Y
143,ed342bad-2cd6-4a72-9338-7c405641cdc9,MS.,BRIANNA,MORGAN,1978-10-26,S,brianna30@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N
144,46ecb5ed-8e75-4b5a-9ce2-a024161604ff,MR.,DARREN,MALHOTRA,1966-08-09,S,darren7@adventure-works.com,100000.0,0.0,Graduate Degree,Management,Y
145,92090464-3733-4275-8688-9280064bb623,MR.,KARL,CHANDER,1960-03-03,M,karl16@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y
146,65789481-1dc5-4829-8e05-99fdf04fac3d,MR.,JAIME,GOMEZ,1970-09-27,S,jaime0@adventure-works.com,30000.0,0.0,Bachelors,Clerical,Y
147,044034b4-5c18-4c64-a569-43814dc059ad,MS.,CHLOE,JENKINS,1979-04-03,S,chloe73@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N
148,96d39f40-0ba2-42a0-8aef-6ec4bfa14258,MR.,JON,YANG,1966-04-08,M,jon24@adventure-works.com,90000.0,2.0,Bachelors,Professional,Y
149,8f87be4d-a4f5-4dfb-986d-ed0ca81de04f,MR.,EVAN,WARD,1973-05-19,M,evan13@adventure-works.com,50000.0,1.0,Graduate Degree,Skilled Manual,N
150,9ae01e12-4aa6-4db0-bedd-d93892c8b23b,MR.,MICHAEL,MILLER,1965-01-08,S,michael38@adventure-works.com,10000.0,4.0,Partial High School,Manual,Y
151,aa3097b8-633b-435d-834b-cc560278de82,MRS.,JORDYN,GRIFFIN,1959-07-06,S,jordyn19@adventure-works.com,60000.0,4.0,Graduate Degree,Skilled Manual,N
152,4eb31e25-6002-4edd-92a9-33162e987ad4,MRS.,MELISSA,MURPHY,1952-07-18,S,melissa37@adventure-works.com,70000.0,2.0,Partial High School,Skilled Manual,Y
153,5f5a9828-19ca-4f38-99b0-c73c08311bee,MR.,DALTON,ROBINSON,1974-01-08,M,dalton17@adventure-works.com,60000.0,0.0,Partial College,Professional,Y
154,f27ee61c-458b-4790-9f78-f095c81e6cc9,MR.,PEDRO,RAMOS,1975-08-13,S,pedro38@adventure-works.com,10000.0,0.0,Partial High School,Manual,N
